vid,name,country
26427,Roberto Abbondanzieri,Argentina
26428,Olivier Kapo,France
26429,Javier Paredes,Spain
26430,Damiano Tommasi,Italy
26431,Aitor López Rekarte,Spain
26432,Corona,Spain
26433,José Ortiz,Spain
26434,Santiago Acasiete,Peru
26435,Fernando Soriano,Spain
26436,Mané,Spain
26437,Albert Crusat,Spain
26438,David Cobeño,Spain
26439,Carlos García,Spain
26440,Juanma Ortiz,Spain
26441,Dani Estrada,Spain
26442,Boško Janković,Serbia
26443,Iñigo Díaz de Cerio,Spain
26444,Sergio Ballesteros,Spain
26445,Víctor López,Argentina
26446,Guillermo Pereyra,Argentina
26447,Gaizka Garitano,Spain
26448,Javier Garrido,Spain
26449,Mikel Aranburu,Spain
26450,Robert,Brazil
26451,Marcos Assunção,Brazil
26452,Pedro Contreras,Spain
26453,Melli,Spain
26454,Capi,Spain
26455,Isidoro,Spain
26456,Edu,Brazil
26457,Anderson Silva,Brazil
26458,Richard Morales,Uruguay
26459,Vicente Valcarce,Spain
26460,Francesc Arnau,Spain
26461,Pablo Couñago,Spain
26462,Gerardo,Spain
26463,Jônatas,Brazil
26464,Arzu,Spain
26465,Juande,Spain
26466,Mariano Pavone,Argentina
26467,Leandro Somoza,Argentina
26468,Lima,Brazil
26469,Marko Babić,Croatia
26477,Ion Vélez,Spain
26478,Tiko,Spain
26479,Koikili,Spain
26480,Romaric,Côte d'Ivoire
26481,Sébastien Squillaci,France
26482,Aquivaldo Mosquera,Colombia
26483,Tom De Mul,Belgium
26484,Toni Doblas,Spain
26485,Dani,Spain
26486,Oscar López,Spain
26487,Pablo Álvarez,Spain
26488,Fabio Coltorti,Switzerland
26489,Aldo Duscher,Argentina
26490,Mohamed Tchité,Belgium
26491,Iván Bolado,International
26492,Juanma,Spain
26493,Mista,Spain
26494,Hernán Pellerano,Argentina
26495,Kalu Uche,Nigeria
26496,Cata Díaz,Argentina
26497,Lucas Licht,Argentina
26498,David Sousa,Spain
26499,Gustavo Nery,Brazil
26500,Aitor Ramos,Spain
26501,José Zahinos,Spain
26502,Paulo Assunção,Brazil
26503,Abel Gómez,Spain
26504,Rosinei,Brazil
26505,Richi,Spain
26506,José Manuel Rueda,Spain
26507,Fali Romero,Spain
26508,Dani Aquino,Spain
26509,Stéphane Pignol,France
26510,David de Coz,Spain
26511,Enrique de Lucas,Spain
26512,Álvaro Mejía,Spain
26513,Juan Ochoa,Spain
26514,Alejandro Marañón,Spain
26515,Íñigo Vélez,Spain
26516,Wálter Pandiani,Uruguay
26517,Martín Astudillo,Argentina
26518,Kike Sola,Spain
26521,Juan Quero,Spain
26522,Carlos Aranda,Spain
26523,Dimas Delgado,Spain
26524,Sergio Ortega,Spain
26525,Asier Goiria,Spain
26532,Renan Lodi,Brazil
26547,Fabián Monzón,Argentina
26548,Fernando Vega,Spain
26549,Achille Emaná,Cameroon
26553,Mamadou Koné,Côte d'Ivoire
26573,Íñigo López,Spain
26589,Nélson Augusto Tomar Marcos,Portugal
26594,Antonio Hidalgo,Spain
26597,László Sepsi,Romania
26598,Toni Moral,Spain
26599,Nivaldo,Brazil
26600,Pelé,Portugal
26601,Justo Villar,Paraguay
26602,Carlos Lázaro,Spain
26603,Óscar Sielva,Spain
26604,Matías Gustavo Alustiza,Argentina
26605,Ben Sahar,Israel
26606,Vicente Moreno,Spain
26607,Raúl Baena,Spain
26608,Carlos Calvo,Spain
26609,Daniel Osvaldo,Italy
26610,Leandro Gioda,Argentina
26611,Emiliano Armenteros,Argentina
26612,José Manuel Casado,Spain
26613,Maxwell,Brazil
26614,David Prieto,Spain
26615,Francis,Spain
26616,Sidi Keita,Mali
26617,Mario Bermejo,Spain
26619,Gaizka Toquero,Spain
26620,Jorge Gonçalves,Portugal
26621,Sebastián Eguren,Uruguay
26622,Juca,Brazil
26623,Diego Colotto,Argentina
26624,Jeffrén,Venezuela (Bolivarian Republic)
26625,Dinei,Brazil
26626,Ricardo León,Spain
26627,Sergio Aragoneses,Spain
26628,Ayoze,Spain
26629,Mikel Alonso,Spain
26630,Pablo Sicilia,Spain
26631,Ezequiel Luna,Argentina
26632,Juanlu Hens,Spain
26633,Alberto Lora,Spain
26634,Iván Pérez,Spain
26635,Luis Morán,Spain
26636,Lassad Nouioui,Tunisia
26637,Cristian Portilla,Spain
26638,Alberto Botía Rabasco,Spain
26639,Grégory Arnolin,Martinique
26640,Ersen Martin,Turkey
26641,Kanga Akalé,Côte d'Ivoire
26642,Nasief Morris,South Africa
26643,Sebastián Nayar,Argentina
26644,Andrés Lamas,Uruguay
26645,Ángel Dealbert,Spain
26646,Alejandro Domínguez,Argentina
26647,Henok Goitom,
26648,Modeste M'bami,Cameroon
26649,Jermaine Pennant,England
26650,Guilherme Santos,Brazil
26651,Hernán Bernardello,Argentina
26652,Adrián Colunga,Spain
26653,Chico Flores,Spain
26654,Matteo Contini,Italy
26655,J. Jarošík,Czech Republic
26656,Humberto Suazo,Chile
26657,Pedro Ríos,Spain
26658,Óscar Ustari,Argentina
26659,Roberto Fernández,Spain
26660,Krisztián Vadócz,Hungary
26661,Iván Hernández,Spain
26662,Natalio,Spain
26663,Julio Álvarez,Venezuela (Bolivarian Republic)
26664,Luisma,Spain
26665,Manuel Arana,Spain
26666,Isaías,Australia
26667,Raúl Rodríguez,Spain
26668,Javi Calleja,Spain
26669,Weligton,Brazil
26670,Nabil Baha,Morocco
26671,Michaël Pereira,France
26672,Martí Crespí,Spain
26673,Kevin Martín García Martínez,Spain
26674,Edson Ratinho,Brazil
26675,João Victor,Brazil
26676,Fernando Cavenaghi,Argentina
26677,Álvaro Domínguez,Spain
26678,Victor Obinna Nsofor,Nigeria
26679,Manu Torres,Spain
26680,Milan Stepanov,Serbia
26681,Marius Stankevičius,Lithuania
26682,Didier Zokora,Côte d'Ivoire
26683,Abdoulay Konko,France
26684,Derek Boateng,Ghana
26685,Miku Fedor,Venezuela (Bolivarian Republic)
26686,Jordi Codina,Spain
26687,Héctor Sánchez,Spain
26688,Manolo Martínez,Spain
26689,Nauzet Alemán,Spain
26690,Manucho Gonçalves,Angola
26691,Jacobo Sanz,Spain
26692,Henrique Sereno,Portugal
26693,Javier Baraja,Spain
26694,José Carlos,Spain
26695,Marc Valiente,Spain
26696,Arouna Koné,Côte d'Ivoire
26697,David Fuster,Spain
26698,Nilmar,Brazil
26699,Emmanuel Adebayor,Togo
26700,Diego Ifrán,Uruguay
26701,Vadim Demidov,Norway
26702,Nacho Novo,Spain
26703,André Castro,Portugal
26704,Alhassane Keita,Guinea
26705,Josemi,Spain
26706,Steve Franck Songo'o,Cameroon
26707,Juan Pablo Carrizo,Argentina
26708,Pablo Amo,Spain
26709,Miguel Ángel Nieto,Spain
26710,Jorge Galán,Spain
26711,Rúper,Spain
26712,Kaká,Brazil
26713,Saïd Boutahar,Netherlands
26714,Marco Pérez,Colombia
26715,Maurizio Lanzaro,Italy
26716,Braulio Nóbrega,Spain
26717,MacDonald Mariga Wanyama,Kenya
26720,Antoñito,Spain
26721,Joan Oriol,Spain
26722,Pablo Pintos,Uruguay
26723,Álvaro Cejudo,Spain
26724,Gorka Larrea,Spain
26725,Damián Escudero,Argentina
26726,Iñaki Bea,Spain
26727,Marcos Aguirre,Argentina
26728,Tino Costa,Argentina
26729,Jesús Dátolo,Argentina
26730,Quincy Owusu-Abeyie,Ghana
26731,Patrick Mtiliga,Denmark
26732,Knut Olav Rindarøy,Norway
26733,Yves Desmarets,Haiti
26735,Akihiro Ienaga,Japan
26736,Borja Ekiza,Spain
26737,Pau Cendrós,Spain
26743,Ariel Gerardo Nahuelpán Osten,Argentina
26744,Tote,Spain
26745,Sendoa Aguirre Basterretxea,Spain
26746,Kennedy,Sweden
26747,Noé Elias Pamarot,France
26748,Nelson Valdez,Paraguay
26749,Abraham Paz,Spain
26750,Tiago Gomes,Portugal
26751,Matías Fritzler,Argentina
26752,Mouhamadou Dabo,France
26753,Javi Varas,Spain
26754,Edu Bedia,Spain
26756,Julián Luque,Spain
26757,Mohamed Sarr,Senegal
26758,Felipe Mattioni,Brazil
26760,Guirane N'Daw,Senegal
26761,Paulo da Silva,Paraguay
26762,Nicolás Bertolo,Argentina
26763,Jeffrey Sarpong,Netherlands
26764,Jon Ansotegi Gorostola,Spain
26765,José Manuel Catalá,Spain
26766,Fabián Vargas,Colombia
26775,Thievy Bifouma,Congo (Brazzaville)
26776,Isaac Cuenca,Spain
26777,Gianni Zuiverloon,Netherlands
26779,Dani Benítez,Spain
26780,Guilherme Siqueira,Brazil
26781,Diego Maínz,Spain
26782,Nono Delgado,Spain
26783,Roque Santa Cruz,Paraguay
26784,Paulão,Brazil
26785,Cristian Gómez,Spain
26786,Mario Fernández,Spain
26787,Marcos Gullón,Spain
26788,Jon Aurtenetxe,Spain
26789,Pablo Cáceres,Uruguay
26790,Piotr Trochowski,Germany
26791,Emir Spahić,Bosnia and Herzegovina
26794,Javier Matilla,Spain
26796,Pablo Barrera,Mexico
26797,Piti,Spain
26798,David Mateos,Spain
26799,Rafa García,Spain
26800,Mikel Labaka,Spain
26801,Jordi Figueras,Spain
26802,Míchel,Spain
26803,Pedro Botelho,Brazil
26804,Michu,Spain
26805,Rubén Suárez,Spain
26806,Sebastián Fernández,Uruguay
26807,Marc Bertrán,Spain
26808,Gonzalo Castellani,Argentina
26809,Diego Buonanotte,Argentina
26815,Tsepo Peter Masilela,South Africa
26837,Pablo Sebastián Valeira Álvarez,Argentina
26842,Rovérsio,Brazil
26843,Juanlu,Spain
26844,Abdelkader Mohamed Ghezzal,Algeria
26846,Diego Benito,Spain
26847,Aitor Núñez,Spain
26848,Roberto Trashorras,Spain
26849,Júlio César,Brazil
26850,Franco Jara,Argentina
26851,Borja Gómez,Spain
26941,Javi Noblejas,Spain
27052,Levy Madinda,Gabon
27053,Alexandre Dimitri Song-Billong,Cameroon
27054,Roberto Lago,Spain
27055,Park Chu-Young,Korea (South)
27056,Natxo Insa,Malaysia
27088,Nano Macedo,Spain
27089,Raoul Loé,Cameroon
27091,Jorge Sammir Cruz Campos,Croatia
27092,Abdoul Karim Yoda,France
27109,Youssef El-Arabi,Morocco
27110,Antonio Floro Flores,Italy
27111,Beto,Portugal
27112,Baba Diawara,Senegal
27113,Michael Essien,Ghana
27119,Cicinho,Brazil
27120,Nicki Bille Nielsen,Denmark
27121,Andrija Delibašić,Montenegro
27122,Simão,Mozambique
27123,Jordi Xumetra,Spain
27124,Sérgio Pinto,Portugal
27142,Christian Lell,Germany
27143,Obafemi Martins,Nigeria
27144,Antonio Amaya,Spain
27145,Nosa Igiebor,Nigeria
27146,Aly Cissokho,France
27147,Manu Lanzarote,Spain
27148,Abraham González,Spain
27153,Javier Aquino,Mexico
27154,Nikolaos Karabelas,Greece
27155,Bojan Jokić,Slovenia
27179,Fredy Hinestroza,Colombia
27181,Pedro Morales,Chile
27182,Flávio Ferreira,Portugal
27183,Pablo Pérez,Argentina
27184,Marcos Angeleri,Argentina
27189,Bryan Rabello,Chile
27190,Joaquín Larrivey,Argentina
27191,Diogo Salomão,Portugal
27193,Isi Gómez,Spain
27194,Toni,Spain
27195,Stefan Babović,Serbia
27196,Jonathan Vila,Spain
27197,Lucas Wílchez,Argentina
27198,Andres Tunez,Venezuela (Bolivarian Republic)
27199,Raúl Goni,Spain
27200,Álex López,Spain
27201,Víctor Pérez,Spain
27202,Guillermo Sara,Argentina
27203,Markus Steinhöfer,Germany
27204,Álex Felip,Spain
27205,Christian Alfonso,Spain
27206,Sergio Pelegrín,Spain
27207,Manu Herrera,Spain
27236,Patrick Ekeng,Cameroon
27237,Adrián Gunino,Uruguay
27238,Edimar Fraga,Brazil
27239,Aleksandar Pantić,Serbia
27240,Jesús Fernández,Spain
27241,Víctor Álvarez,Spain
27242,Manuel Onwu,Spain
27243,Oriol Riera,Spain
27244,Francisco Silva,Chile
27245,Edu Albácar,Spain
27246,Sebastián Dubarbier,Argentina
27247,Marcos Tébar,Spain
27248,López Silva,Spain
27249,Fausto Rossi,Italy
27250,Nabil Ghilas,Algeria
27251,Nili,Spain
27252,Christian Bravo,Chile
27305,Germán Lux,Argentina
27311,Valdet Skënder Rama,Albania
27312,Jesús Rueda,Spain
27313,Carlos Peña,Spain
27317,Eduardo Vargas,Chile
27318,Douglas Pereira,Brazil
27335,Arthur Boka,Côte d'Ivoire
27337,Braian Rodríguez,Uruguay
27338,Lorenzo Reyes,Chile
27339,Cedric Mabwati Gerard,"Congo, (Kinshasa)"
27340,Dejan Dražić,Serbia
27341,Marcelo Díaz,Chile
27342,Josep Señé,Spain
27343,Jon Errasti,Spain
27345,Didier Digard,France
27346,Petros,Brazil
27347,Juan Manuel Vargas,Peru
27348,Ricky van Wolfswinkel,Netherlands
27349,Heiko Westermann,Germany
27396,Jorge Morcillo,Spain
27401,Bernard Mensah,Ghana
27402,Álvaro Pereira,Uruguay
27403,Santiago Vergini,Argentina
27456,Anderson Conceição,Brazil
27457,Manu Fernández,Spain
27458,Jonathan Zongo,Burkina Faso
27459,Antonio Marín,Spain
27460,Julián Cuesta,Spain
27461,Fran Vélez,Spain
27462,Xabi Irureta,Spain
27463,Mauricio Cuero,Colombia
27464,José Ángel,Spain
27477,Helibelton Palacios,Colombia
27480,Lucas Orbán,Argentina
27481,Tropi,Spain
27482,Aderllan Santos,Brazil
27483,Benoît Trémoulinas,France
27515,Marco Torsiglieri,Argentina
27516,Rafita,Spain
27517,Jaime Jiménez,Spain
27521,Emmanuel Culio,Argentina
27522,Antolín Alcaraz,Paraguay
27526,Rachid Aït-Atmane,Algeria
27558,Elderson Uwa Echiejile,Nigeria
27563,Aitor Buñuel,Spain
27564,Jhon Stiven Mondragón Dosman,Colombia
27565,Hélder Lopes,Portugal
27566,Cayetano Bartolomé Bonnín Vásquez,Dominican Republic
27567,Mateo García,Argentina
27639,Artem Kravets,Ukraine
27656,Carl Medjani,Algeria
27970,Ian González,Spain
28194,Dragan Rosić,Serbia
28266,Rafael Santos Borré Amaury,Colombia
28589,Ante Palaversa,Croatia
28658,Augusto Solari,Argentina
28699,Leonel Galeano,Argentina
29198,Jeremías Ledesma,Argentina
29256,Matheus Fernandes,Brazil
29310,Shon Zalman Weissman,Israel
29342,Ivo Grbić,Croatia
30054,Pepelu,Spain
30081,Nehuén Pérez,Argentina
30225,Oihan Sancet,Spain
30277,Jon Moncayola,Spain
30294,Gabriel Fernández,Uruguay
30370,Jens Jønsson,Denmark
30419,Tachi Rodríguez,Spain
30420,Víctor Campuzano,Spain
30421,Matías Vargas,Argentina
30427,Pablo Clavería,Spain
30429,Hugo Fraile,Spain
30433,Óscar Pinchi,Spain
30454,Curro Sánchez,Spain
30468,Iñigo Vicente,Spain
30476,Borja López,Spain
30483,Jaime Seoane,Spain
30486,Pedri,Spain
30492,Son,Spain
30512,Aleksandar Trajkovski,"Macedonia, Republic of"
30518,Dani Martín,Spain
30519,Mohamed Salisu,Ghana
30593,Dani Gómez,Spain
30594,Adrián Ortolá,Spain
30715,Gaizka Larrazabal,Spain
30756,Ansu Fati,Spain
30760,Borja Sainz,Spain
30798,Javier Avilés,Spain
30991,Daniel Larsson,Sweden
31090,Takefusa Kubo,Japan
31235,Maranhão,Brazil
31467,Eneko Capilla,Spain
31469,Sito,Spain
31478,Balázs Megyeri,Hungary
31615,Rubén Yáñez,Spain
31779,Tomas Tavares,Portugal
31789,João Costa,Portugal
31793,David Gil,Spain
31885,Pol Lozano,Spain
31904,Giedrius Arlauskis,Lithuania
31914,Omobolaji Adekanye,Netherlands
31931,Christian Oliva,Uruguay
32185,Álex Remiro,Spain
32480,Ronald Araújo,Uruguay
32670,Víctor Gómez,Spain
32673,Jorge De Frutos,Spain
32815,Sergio Bermejo,Spain
32953,Asier Villalibre,Spain
33079,Edgar González,Spain
33146,José Mena,Spain
33164,Vicente Esquerdo,Spain
33307,Genaro Rodríguez,Spain
33339,Manu Sánchez,Spain
33467,Michael Jakobsen,Denmark
33804,Juan Pablo Caffa,Argentina
34323,Luismi Sánchez,Spain
34390,Jerzy Dudek,Poland
34515,Fernando Niño,Spain
34532,Ivan Šaponjić,Serbia
34694,Èric Montes,Spain
34728,Diego Alende,Spain
35000,José Fontán,Spain
35287,Soufiane Chakla,Morocco
35404,Jokin Ezkieta,Spain
35473,Unai Vencedor,Spain
35641,Hugo Guillamón,Spain
36288,Facundo Pellistri,Uruguay
36900,Cristian Rivero,Spain
37006,Pablo Lombo,Spain
37212,Leandro Damião,Brazil
37236,Aritz Castro,Spain
37237,Iñaki Peña,Spain
37892,Carlos Marín,Spain
37976,Cristian Maidana,Argentina
38251,Dani Cárdenas,Spain
38524,Hiroshi Kiyotake,Japan
38792,Yunus Dimoara Musah,United States of America
38832,Luis López,Spain
39073,Ilaix Moriba,Guinea
39083,Guillem Molina,Spain
39159,Arnau Tenas,Spain
39164,Koba Lein Koindredi,France
39469,Konrad De la Fuente,United States of America
39598,Miguel Baeza,Spain
40114,Javi Martínez,Spain
40115,Aimar Oroz,Spain
40117,Carlos González,Spain
40778,David Concha,Spain
40802,Markel Areitio,Spain
40822,Dani Ndi,Cameroon
40827,Albert Jorquera,Spain
40864,Ander Bardaji,Spain
40881,Kike Pérez,Spain
40890,Iván Villar,Spain
40915,Asdrúbal Padrón,Spain
41083,Rodri,Spain
41091,Jon Gaztañaga,Spain
41106,Jony Carmona,Spain
41107,Sabit Abdulai,Ghana
41115,Álex Baena,Spain
41116,Jacobo González,Spain
41122,Monchu,Spain
41123,Paulino de la Fuente,Spain
41124,Javi López,Spain
41125,Abdallahi Mohamed Mahmoud,Mauritania
41126,Samuel Pérez,Spain
41153,Diego Altube,Spain
41176,Juan Flere,Argentina
41202,Giorgi Kochorashvili,Georgia
41291,Iván Amores,Spain
41407,Chumi,Spain
41408,Kike Saverio,Ecuador
41409,Pablo Pérez,Spain
41456,Nico Melamed,Spain
41471,José Hualde,Spain
41542,Dani Vivian,Spain
41543,Jorge Cuenca,Spain
41573,Iñaki Álvarez,Spain
41603,Dani Villahermosa,Spain
41610,Víctor García,Spain
41641,Dani Morer,Spain
41650,Gerard Barri,Spain
41687,Unai Etxebarría,Spain
41724,Xabi Castillo,Spain
41725,Pablo Alcolea,Spain
41726,Humberto Osorio,Colombia
41732,Ricard Sánchez,Spain
41733,Álvaro García,Spain
41859,Lluis Andreu,Spain
42275,Iván Martín,Spain
42282,Paul Edgar Akouokou,Côte d'Ivoire
42283,Álex Pachón,Spain
42907,Iago Domínguez,Spain
43354,Zhang Chengdong,China
43728,Óscar Mingueza,Spain
46465,José Carrillo,Spain
47226,Jon Morcillo,Spain
47340,José Jurado,Spain
47344,Álex Martín,Spain
47372,Oriol Rey,Spain
47373,Kuki,Spain
47375,Robert Navarro,Spain
47445,Miguel Rodríguez,Spain
47447,Gabri Veiga,Spain
47490,Rubén Miño,Spain
47611,Dani Rebollo,Spain
48643,Raúl Blanco,Spain
48647,Urko González,Spain
49301,Santi Ramos Mingo,Argentina
49302,Lanchi,Spain
49433,Hachim Mastour,Morocco
49531,Sergio Carreira,Spain
50494,Yeremi Pino,Spain
50547,Antonio Perera,Spain
50912,Arnau Fàbrega,Spain
51205,Gaizka Ayesa,Spain
51259,Héldon Augusto Almeida Ramos,Cape Verde
51824,Pepe Sánchez,Spain
52108,Iván Martínez,Spain
52181,Sergio Barcia,Spain
65900,Unai Marrero,Spain
67040,John Nwankwo,Spain
71519,Juan Iglesias,Spain
75537,David Goldar,Spain
75546,Carlos Domínguez,Spain
75584,Mamor Niang,Spain
76375,Jorge Mediavilla,Spain
79498,Amankwaa Akurugu,Ghana
79615,Néstor Díaz,Spain
82674,Abdelkabir Abqar,Morocco
93981,Piet Velthuizen,Netherlands
97291,Patrick Gilmar Sequeira Mejías,Costa Rica
105323,Fran Álvarez,Spain
105324,Moha,Spain
105762,Josete Miranda,Equatorial Guinea
114272,Alejandro Cantero Sánchez,Spain
117025,Hugo Sotelo,Spain
133626,Mikel Saizar,Spain
133637,Asier Etxaburu,Spain
147331,Marc Crosas,Spain
147332,Ismael Falcón,Spain
147333,Javi López,Spain
147334,Chema Giménez,Spain
147335,Juan Luis Fernández Redondo,Spain
147336,Michel,Spain
148129,Alberto Manuel Domínguez Rivas,Spain
158769,Ivan Kelava,Croatia
161997,Endika Bordas,Spain
161998,Mikel Dañobeitia Martín,Spain
166764,Ander Gayoso,Spain
169765,De la Calzada,Spain
186264,Foued Kadir,Algeria
197490,David Gómez Vázquez,Spain
197491,Ibrahim Diallo,Mali
197492,Pablo Íñiguez,Spain
197493,Mikel Arruabarrena,Spain
197526,Álex Campos,Spain
197559,Dani Lorenzo,Spain
197560,Dennis Díaz Fernánadez,Spain
197561,Julen López,Spain
197562,Iñigo Barrenetxea,Spain
197595,Sergio Mendigutxia Iglesias,Spain
206604,Imanol Corral Matellán,Spain
219317,Samuel Villa Rodríguez,Spain
220761,Miguel Muñoz,Spain
282513,Javi Jiménez,Spain
297223,Cezary Stefan Wilk,Poland
297256,Pedro Astray,Spain
297257,Jonathan López,Spain
297290,Eñaut Zubikarai Goñi,Spain
347421,Bertrand Laquait,France
347422,Zé Maria,Brazil
347423,Juan Tejera,Spain
347424,Frédéric Fabian William Dehu,France
349946,Hodei Oleaga,Spain
351523,Kris Stadsgaard,Denmark
351524,Gastón Maximiliano Sangoy,Argentina
351525,Kevin Lacruz,Spain
389354,Pablo Alfaro,Spain
392553,Armando Lozano Sánchez,Spain
392554,Xisco Muñoz,Spain
392555,Héctor Fabián Carini Hernández,Uruguay
392556,Pablo de Barros Paulino,Brazil
392557,Pere Martí,Spain
402733,Jose Maria Añibarro Astondoa,Spain
