,goals,assists,saves,yellow_cards,red_cards,minutes_played,matches,goals_p90,assists_p90,saves_p90,cards_p90,cluster,name,country
547,0,0,0,1,0,102.0,1,0.0,0.0,0.0,0.8823529411764706,0,Stéphane Mbia,Cameroon
548,1,0,0,5,0,873.0,11,0.10309278350515465,0.0,0.0,0.5154639175257731,0,Tiago,Portugal
549,1,0,0,0,0,436.0,5,0.20642201834862386,0.0,0.0,0.0,0,Borja Mayoral,Spain
550,0,1,0,3,0,453.0,11,0.0,0.1986754966887417,0.0,0.5960264900662252,0,Mariano,Brazil
551,0,0,0,2,0,151.0,2,0.0,0.0,0.0,1.1920529801324504,0,Royston Drenthe,Netherlands
552,2,1,0,1,0,2163.0,21,0.08321775312066573,0.041608876560332866,0.0,0.041608876560332866,0,Sergiño Dest,United States of America
553,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Joaquín Fernández,Spain
554,7,5,0,14,0,5250.0,80,0.12,0.08571428571428572,0.0,0.24,0,Adriano,Brazil
555,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Adrià Pedrosa,Spain
556,1,0,0,1,0,17.0,3,5.294117647058823,0.0,0.0,5.294117647058823,2,Ander Barrenetxea,Spain
557,2,1,0,0,0,174.0,9,1.0344827586206897,0.5172413793103449,0.0,0.0,0,Francisco Trincão,Portugal
558,5,1,0,5,1,1191.0,23,0.3778337531486146,0.07556675062972291,0.0,0.4534005037783375,0,Bruno Soriano,Spain
559,1,1,0,1,0,1293.0,17,0.06960556844547564,0.06960556844547564,0.0,0.06960556844547564,0,Stefan Šćepović,Serbia
560,0,0,0,3,0,377.0,4,0.0,0.0,0.0,0.7161803713527851,0,Mario Suárez,Spain
561,0,1,0,1,0,90.0,2,0.0,1.0,0.0,1.0,0,Emerson Royal,Brazil
562,0,1,0,3,0,864.0,10,0.0,0.10416666666666666,0.0,0.3125,0,Lass Bangoura,Guinea
563,1,1,0,3,0,1177.0,14,0.07646559048428207,0.07646559048428207,0.0,0.22939677145284623,0,Théo Bongonda Mbul'Ofeko Batombo,"Congo, (Kinshasa)"
564,2,2,0,1,0,1021.0,12,0.1762977473065622,0.1762977473065622,0.0,0.0881488736532811,0,Víctor Casadesús,Spain
565,0,0,0,6,0,895.0,17,0.0,0.0,0.0,0.6033519553072626,0,Laure,Spain
566,1,0,0,0,0,312.0,3,0.28846153846153844,0.0,0.0,0.0,0,Juan Muñoz,Spain
567,1,0,0,0,0,195.0,3,0.46153846153846156,0.0,0.0,0.0,0,Jonathan Pereira,Spain
568,0,0,0,3,0,896.0,13,0.0,0.0,0.0,0.3013392857142857,0,Álex Bergantiños,Spain
569,0,2,0,5,0,1328.0,15,0.0,0.13554216867469882,0.0,0.338855421686747,0,José Antonio Reyes,Spain
570,0,0,0,3,0,559.0,5,0.0,0.0,0.0,0.4830053667262969,0,Pablo Pérez,Spain
571,0,0,0,1,0,945.0,21,0.0,0.0,0.0,0.09523809523809525,0,Diego Mariño,Spain
572,2,3,0,3,0,1462.0,15,0.12311901504787962,0.18467852257181944,0.0,0.18467852257181944,0,Carlos Carmona,Spain
573,0,0,0,1,0,461.0,5,0.0,0.0,0.0,0.19522776572668113,0,Luis García,Spain
574,0,1,0,1,0,341.0,3,0.0,0.26392961876832843,0.0,0.26392961876832843,0,Ikechukwu Uche,Nigeria
575,0,0,0,3,0,719.0,8,0.0,0.0,0.0,0.37552155771905427,0,Rubén García,Spain
576,0,0,0,1,0,202.0,4,0.0,0.0,0.0,0.44554455445544555,0,Oier,Spain
577,0,0,0,1,0,173.0,2,0.0,0.0,0.0,0.5202312138728323,0,Roberto Torres,Spain
578,1,0,0,0,0,63.0,2,1.4285714285714284,0.0,0.0,0.0,0,Álex,Spain
579,0,0,0,5,0,945.0,10,0.0,0.0,0.0,0.47619047619047616,0,José Mari,Spain
580,0,0,0,2,0,358.0,6,0.0,0.0,0.0,0.5027932960893855,0,Rober Correa,Spain
581,2,0,0,0,0,115.0,1,1.565217391304348,0.0,0.0,0.0,2,Dejan Lekić,Serbia
582,0,0,0,1,0,692.0,10,0.0,0.0,0.0,0.13005780346820808,0,Álex Menéndez,Spain
583,2,3,0,4,0,1869.0,21,0.09630818619582664,0.14446227929373998,0.0,0.19261637239165327,0,Álvaro Vázquez,Spain
584,0,0,0,1,0,215.0,3,0.0,0.0,0.0,0.41860465116279066,0,Cristian Álvarez,Argentina
585,1,0,0,0,0,204.0,2,0.4411764705882353,0.0,0.0,0.0,0,Álvaro Giménez,Spain
586,1,2,0,1,0,930.0,14,0.0967741935483871,0.1935483870967742,0.0,0.0967741935483871,0,Saúl Berjón,Spain
587,1,1,0,1,0,765.0,7,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,0,Salva Sevilla,Spain
588,0,0,0,1,0,16.0,1,0.0,0.0,0.0,5.625,0,Toché,Spain
589,0,0,0,1,0,258.0,4,0.0,0.0,0.0,0.3488372093023256,0,Antonio Raillo,Spain
590,0,0,0,2,0,335.0,6,0.0,0.0,0.0,0.5373134328358209,0,Francisco Varela,Spain
591,0,0,0,1,0,207.0,3,0.0,0.0,0.0,0.43478260869565216,0,Germán Sánchez,Spain
592,0,1,0,6,0,1100.0,18,0.0,0.08181818181818182,0.0,0.49090909090909096,0,Quini,Spain
593,0,0,0,1,0,102.0,1,0.0,0.0,0.0,0.8823529411764706,0,Luso,Spain
594,0,1,0,1,0,367.0,4,0.0,0.24523160762942778,0.0,0.24523160762942778,0,Álvaro Vadillo,Spain
595,0,0,0,1,0,454.0,8,0.0,0.0,0.0,0.19823788546255508,0,Ángel Montoro,Spain
596,1,2,0,12,0,1412.0,19,0.06373937677053824,0.1274787535410765,0.0,0.764872521246459,0,Verza,Spain
597,0,0,0,1,0,407.0,9,0.0,0.0,0.0,0.22113022113022113,0,Xavi Torres,Spain
598,0,1,0,0,0,167.0,2,0.0,0.5389221556886228,0.0,0.0,0,Nino,Spain
599,6,0,0,2,0,486.0,8,1.1111111111111112,0.0,0.0,0.3703703703703704,0,Carlos Castro,Spain
600,0,0,0,1,0,146.0,2,0.0,0.0,0.0,0.6164383561643836,0,Javi Lara,Spain
601,0,0,0,1,0,2.0,1,0.0,0.0,0.0,45.0,0,Chus Herrero,Spain
602,0,0,0,1,0,560.0,6,0.0,0.0,0.0,0.1607142857142857,0,Juan Domínguez,Spain
603,0,0,0,1,0,145.0,2,0.0,0.0,0.0,0.6206896551724138,0,Ander Guevara,Spain
604,0,0,0,1,0,630.0,14,0.0,0.0,0.0,0.14285714285714285,0,Juan Carlos,Spain
605,2,0,0,6,0,1337.0,22,0.13462976813762154,0.0,0.0,0.40388930441286464,0,Isma López,Spain
606,0,0,0,1,0,214.0,3,0.0,0.0,0.0,0.4205607476635514,0,Vincenzo Renato Rennella,Italy
607,1,0,0,1,0,426.0,7,0.2112676056338028,0.0,0.0,0.2112676056338028,0,Miguel Flaño,Spain
608,0,1,0,0,0,11.0,1,0.0,8.181818181818182,0.0,0.0,0,Kike Barja,Spain
609,0,0,0,1,0,261.0,3,0.0,0.0,0.0,0.3448275862068965,0,Josip Radošević,Croatia
610,2,0,0,1,0,565.0,7,0.3185840707964602,0.0,0.0,0.1592920353982301,0,Manu del Moral,Spain
611,0,0,0,5,0,404.0,7,0.0,0.0,0.0,1.113861386138614,0,Lillo Castellano,Spain
612,0,1,0,0,0,45.0,1,0.0,2.0,0.0,0.0,0,Fran Gámez,Spain
613,0,0,0,1,0,146.0,2,0.0,0.0,0.0,0.6164383561643836,0,Paco Montañés,Spain
614,0,0,0,2,0,208.0,4,0.0,0.0,0.0,0.8653846153846154,0,Diego Capel,Spain
615,0,0,0,2,0,367.0,5,0.0,0.0,0.0,0.49046321525885556,0,Roberto Canella,Spain
616,1,0,0,0,0,194.0,3,0.4639175257731959,0.0,0.0,0.0,0,Lucas Olaza,Uruguay
617,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Juan Forlín,Argentina
618,0,0,0,4,0,1218.0,13,0.0,0.0,0.0,0.29556650246305416,0,Javi Márquez,Spain
619,0,2,0,0,0,490.0,8,0.0,0.3673469387755102,0.0,0.0,0,Riqui Puig,Spain
620,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Héctor Rodas,Spain
621,0,0,0,1,0,3.0,1,0.0,0.0,0.0,30.0,0,Álex Blanco,Spain
622,1,0,0,0,0,9.0,1,10.0,0.0,0.0,0.0,2,Rafael Sóbis,Brazil
623,8,1,0,8,1,1507.0,17,0.47777040477770405,0.059721300597213006,0.0,0.5374917053749171,0,Deyverson,Brazil
624,0,0,0,4,0,900.0,20,0.0,0.0,0.0,0.4,0,Diego Alves,Brazil
625,1,0,0,1,0,165.0,2,0.5454545454545454,0.0,0.0,0.5454545454545454,0,Ricardo Oliveira,Brazil
626,0,1,0,0,0,120.0,1,0.0,0.75,0.0,0.0,0,Alexandre Pato,Brazil
627,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Henrique,Brazil
628,0,1,0,0,0,121.0,1,0.0,0.743801652892562,0.0,0.0,0,Andrés D'Alessandro,Argentina
629,2,0,0,0,0,166.0,3,1.0843373493975905,0.0,0.0,0.0,0,Marco Ruben,Argentina
630,0,0,0,1,0,90.0,1,0.0,0.0,0.0,1.0,0,Juan Rodríguez,Spain
631,2,0,0,4,0,1105.0,17,0.16289592760180996,0.0,0.0,0.3257918552036199,0,Fran Rico,Spain
632,0,2,0,0,0,178.0,2,0.0,1.0112359550561798,0.0,0.0,0,Nenê,Brazil
633,0,0,0,1,0,126.0,1,0.0,0.0,0.0,0.7142857142857142,0,Aaron Níguez,Spain
634,1,3,0,1,0,1608.0,30,0.055970149253731345,0.16791044776119401,0.0,0.055970149253731345,0,Sylvinho,Brazil
635,2,0,0,4,0,1229.0,15,0.14646053702196907,0.0,0.0,0.29292107404393813,0,Duda,Portugal
636,0,0,0,2,0,245.0,3,0.0,0.0,0.0,0.7346938775510204,0,Iñaki Muñoz,Spain
637,0,0,0,9,0,1115.0,16,0.0,0.0,0.0,0.726457399103139,0,Juliano Belletti,Brazil
638,0,0,0,1,0,112.0,1,0.0,0.0,0.0,0.8035714285714285,0,Mohamed El Yaagoubi,Morocco
639,0,0,0,2,0,90.0,2,0.0,0.0,0.0,2.0,0,Josetxo,Spain
640,1,0,0,1,0,276.0,4,0.32608695652173914,0.0,0.0,0.32608695652173914,0,Valdo,Cape Verde
641,0,0,0,2,0,1673.0,25,0.0,0.0,0.0,0.1075911536162582,0,Oleguer,Spain
642,0,0,0,4,1,666.0,9,0.0,0.0,0.0,0.6756756756756757,0,Patxi Puñal,Spain
643,0,0,0,1,0,317.0,4,0.0,0.0,0.0,0.28391167192429023,0,Miguel Ángel,Spain
644,4,0,0,0,0,1259.0,15,0.2859412231930103,0.0,0.0,0.0,0,Ludovic Giuly,France
645,27,15,0,10,1,3605.0,47,0.6740638002773924,0.37447988904299584,0.0,0.27461858529819694,0,Ronaldinho,Brazil
646,0,1,0,6,0,1793.0,23,0.0,0.0501952035694367,0.0,0.3011712214166202,0,Juan Rodríguez,Spain
647,0,0,0,2,0,372.0,5,0.0,0.0,0.0,0.4838709677419355,0,Juanito,Spain
648,0,0,0,2,0,90.0,2,0.0,0.0,0.0,2.0,0,Alexis,Spain
649,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,José Antonio Culebras,Spain
650,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Pablo Pinillos,Spain
651,0,0,0,2,0,449.0,6,0.0,0.0,0.0,0.40089086859688194,0,Nacho,Spain
652,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Alberto Rivera,Spain
653,0,1,0,1,0,132.0,1,0.0,0.6818181818181819,0.0,0.6818181818181819,0,Félix Dja Ettien,Côte d'Ivoire
654,0,0,0,3,0,334.0,5,0.0,0.0,0.0,0.8083832335329341,0,Damià,Spain
655,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Paco Peña,Spain
656,0,1,0,1,0,175.0,2,0.0,0.5142857142857142,0.0,0.5142857142857142,0,Antonio Pacheco D'Agosti,Uruguay
657,0,1,0,6,0,1434.0,26,0.0,0.06276150627615062,0.0,0.37656903765690375,0,Edmilson,Brazil
658,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Óscar González,Spain
659,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Ricardo,Spain
660,0,0,0,3,0,180.0,4,0.0,0.0,0.0,1.5,0,Álvaro,Brazil
661,0,0,0,2,0,315.0,7,0.0,0.0,0.0,0.5714285714285714,0,César Sánchez,Spain
662,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Delio Toledo,Paraguay
663,3,0,0,5,0,2023.0,32,0.13346515076618884,0.0,0.0,0.22244191794364807,0,Gabriel Milito,Argentina
664,0,0,0,1,0,219.0,2,0.0,0.0,0.0,0.410958904109589,0,José María Movilla,Spain
665,1,3,0,1,0,1307.0,13,0.06885998469778118,0.20657995409334354,0.0,0.06885998469778118,0,Cani,Spain
666,0,2,0,0,0,359.0,3,0.0,0.5013927576601671,0.0,0.0,0,Guti,Spain
667,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Gabri,Spain
668,0,1,0,1,0,156.0,2,0.0,0.5769230769230769,0.0,0.5769230769230769,0,Robinho,Brazil
669,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Gonzalo Rodríguez,Argentina
670,0,0,0,1,0,154.0,2,0.0,0.0,0.0,0.5844155844155845,0,Javi Venta,Spain
671,1,0,0,0,0,136.0,2,0.6617647058823529,0.0,0.0,0.0,0,José Marí,Spain
672,1,1,0,3,0,284.0,4,0.31690140845070425,0.31690140845070425,0.0,0.9507042253521126,0,Luís Fabiano,Brazil
673,0,0,0,2,0,381.0,7,0.0,0.0,0.0,0.47244094488188976,0,Jose Martí,Spain
674,0,1,0,0,0,126.0,2,0.0,0.7142857142857142,0.0,0.0,0,Santiago Ezquerro,Spain
675,0,0,0,2,0,207.0,3,0.0,0.0,0.0,0.8695652173913043,0,Ivica Dragutinovic,Serbia
676,4,0,0,3,0,519.0,9,0.6936416184971098,0.0,0.0,0.5202312138728323,0,Frédéric Kanouté,Mali
677,0,0,0,1,0,338.0,4,0.0,0.0,0.0,0.2662721893491124,0,Javier Saviola,Argentina
678,0,0,0,1,0,180.0,4,0.0,0.0,0.0,0.5,0,Sergio,Spain
679,0,0,0,1,0,101.0,1,0.0,0.0,0.0,0.8910891089108911,0,Blagoy Georgiev,Bulgaria
680,0,0,0,1,0,180.0,3,0.0,0.0,0.0,0.5,0,Iriney Santos,Brazil
681,0,0,0,2,0,188.0,5,0.0,0.0,0.0,0.9574468085106382,0,Ángel López,Spain
682,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,David Coromina,Spain
683,0,0,0,1,0,57.0,2,0.0,0.0,0.0,1.5789473684210527,0,Borja Oubiña,Spain
684,1,0,0,0,0,227.0,2,0.39647577092511016,0.0,0.0,0.0,0,Fernando Baiano,Brazil
685,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Eduardo Tuzzio,Argentina
686,1,0,0,0,0,328.0,6,0.27439024390243905,0.0,0.0,0.0,0,José Nunes,Portugal
687,0,0,0,1,0,225.0,5,0.0,0.0,0.0,0.4,0,David Cortés,Spain
688,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Cristiano Doni,Italy
689,0,1,0,0,0,456.0,6,0.0,0.19736842105263158,0.0,0.0,0,Jonás Gutiérrez,Argentina
690,1,0,0,0,0,128.0,1,0.703125,0.0,0.0,0.0,0,Gustavo López,Argentina
691,4,6,0,11,0,2130.0,26,0.16901408450704225,0.2535211267605634,0.0,0.4647887323943662,0,Roberto Soldado,Spain
692,0,0,0,3,0,931.0,16,0.0,0.0,0.0,0.2900107411385607,0,David Navarro,Spain
693,0,0,0,1,0,90.0,1,0.0,0.0,0.0,1.0,0,Antonio Puerta,Spain
694,0,0,0,1,0,180.0,4,0.0,0.0,0.0,0.5,0,Julien Escudé,France
695,0,0,0,1,0,44.0,1,0.0,0.0,0.0,2.0454545454545454,0,Emerson,Brazil
696,5,1,0,6,0,1340.0,14,0.33582089552238803,0.06716417910447761,0.0,0.40298507462686567,0,Ángel Lafita,Spain
697,0,1,0,0,0,90.0,2,0.0,1.0,0.0,0.0,0,Mahamadou Diarra,Mali
698,0,0,0,3,0,288.0,5,0.0,0.0,0.0,0.9375,0,Carlos Diogo,Uruguay
699,0,1,0,9,0,965.0,18,0.0,0.09326424870466321,0.0,0.8393782383419688,0,Juanfran,Spain
700,1,0,0,0,0,92.0,3,0.9782608695652174,0.0,0.0,0.0,0,Jorge López,Spain
701,0,0,0,1,0,315.0,5,0.0,0.0,0.0,0.2857142857142857,0,Fernando Amorebieta,Venezuela (Bolivarian Republic)
702,1,2,0,0,0,570.0,6,0.15789473684210525,0.3157894736842105,0.0,0.0,0,Fran Yeste,Spain
703,0,0,0,1,0,153.0,2,0.0,0.0,0.0,0.5882352941176471,0,Fernando Gago,Argentina
704,0,0,0,1,0,220.0,2,0.0,0.0,0.0,0.40909090909090906,0,Ángel Morales,Spain
705,0,1,0,0,0,45.0,1,0.0,2.0,0.0,0.0,0,Irurzun,Spain
706,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Ángel Vivar Dorado,Spain
707,1,0,0,2,0,136.0,4,0.6617647058823529,0.0,0.0,1.3235294117647058,0,Mariano Pernía,Spain
708,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Mario Cotelo,Spain
709,0,0,0,1,0,225.0,5,0.0,0.0,0.0,0.4,0,Oriol Lozano,Spain
710,0,0,0,1,0,180.0,4,0.0,0.0,0.0,0.5,0,Rubén González,Spain
711,0,0,0,3,0,225.0,3,0.0,0.0,0.0,1.2000000000000002,0,Luis Fernández,Spain
712,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Vitolo,Spain
713,0,0,0,1,0,101.0,1,0.0,0.0,0.0,0.8910891089108911,0,Cristian Álvarez,Argentina
714,1,0,0,0,0,161.0,2,0.5590062111801242,0.0,0.0,0.0,0,Nikola Žigić,Serbia
715,0,1,0,0,0,135.0,3,0.0,0.6666666666666667,0.0,0.0,0,Florent Sinama-Pongolle,France
716,0,0,0,1,0,144.0,2,0.0,0.0,0.0,0.625,0,Pablo Orbaiz,Spain
717,0,0,0,5,0,805.0,15,0.0,0.0,0.0,0.5590062111801242,0,Carlos Gurpegi,Spain
718,0,0,0,1,0,98.0,1,0.0,0.0,0.0,0.9183673469387754,0,Jesús Lacruz,Spain
719,0,1,0,0,0,140.0,2,0.0,0.6428571428571428,0.0,0.0,0,Joseba Garmendia,Spain
720,1,0,0,0,0,425.0,5,0.2117647058823529,0.0,0.0,0.0,0,Coro,Spain
721,0,1,0,3,0,1125.0,25,0.0,0.08,0.0,0.24,0,Carlos Kameni,Cameroon
722,0,1,0,1,0,45.0,1,0.0,2.0,0.0,2.0,0,Frédson,Brazil
723,2,1,0,2,0,161.0,2,1.1180124223602483,0.5590062111801242,0.0,1.1180124223602483,0,Iván de la Peña,Spain
724,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Armando Sa,Mozambique
725,0,0,0,5,0,546.0,11,0.0,0.0,0.0,0.8241758241758242,0,Alberto Lopo,Spain
726,2,0,0,2,0,265.0,4,0.6792452830188679,0.0,0.0,0.6792452830188679,0,Raúl Tamudo,Spain
727,0,0,0,2,0,135.0,2,0.0,0.0,0.0,1.3333333333333335,0,Dani Jarque,Spain
728,0,1,0,0,0,45.0,1,0.0,2.0,0.0,0.0,0,Pablo Ibáñez,Spain
729,0,0,0,1,0,180.0,4,0.0,0.0,0.0,0.5,0,Antonio López,Spain
730,0,1,0,0,0,180.0,4,0.0,0.5,0.0,0.0,0,Luis Perea,Colombia
731,0,0,0,1,0,171.0,2,0.0,0.0,0.0,0.5263157894736842,0,Peter Luccin,France
732,1,1,0,0,0,97.0,2,0.9278350515463918,0.9278350515463918,0.0,0.0,0,Maxi Rodríguez,Argentina
733,0,1,0,0,0,234.0,3,0.0,0.38461538461538464,0.0,0.0,0,Daniel N'Gom Kome,Cameroon
734,0,0,0,1,0,544.0,6,0.0,0.0,0.0,0.16544117647058823,0,Óscar Serrano,Spain
735,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Ayoze Díaz,Spain
736,0,1,0,0,0,133.0,1,0.0,0.6766917293233082,0.0,0.0,0,Albert Riera,Spain
737,0,0,0,3,0,403.0,5,0.0,0.0,0.0,0.6699751861042184,0,Moisés Hurtado,Spain
738,0,0,0,1,0,102.0,1,0.0,0.0,0.0,0.8823529411764706,0,Francisco Rufete,Spain
739,0,1,0,0,0,85.0,2,0.0,1.0588235294117647,0.0,0.0,0,Javier Camuñas,Spain
740,0,0,0,1,0,360.0,5,0.0,0.0,0.0,0.25,0,Javi Chica,Spain
741,0,1,0,0,0,171.0,2,0.0,0.5263157894736842,0.0,0.0,0,Carlos Martins,Portugal
742,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Poli,Spain
743,0,0,0,1,0,90.0,1,0.0,0.0,0.0,1.0,0,Quique Álvarez,Spain
744,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Gabriel Heinze,Argentina
745,0,0,0,1,0,97.0,1,0.0,0.0,0.0,0.9278350515463918,0,Mathieu Berson,France
746,1,0,0,0,0,193.0,3,0.46632124352331605,0.0,0.0,0.0,0,Riga Mustapha,Netherlands
747,0,0,0,1,0,285.0,4,0.0,0.0,0.0,0.3157894736842105,0,Sisi,Spain
748,4,0,0,3,0,386.0,5,0.9326424870466321,0.0,0.0,0.6994818652849741,0,Joseba Llorente,Spain
749,0,0,0,2,0,270.0,6,0.0,0.0,0.0,0.6666666666666667,0,Juan Valera,Spain
750,0,1,0,0,0,124.0,1,0.0,0.7258064516129032,0.0,0.0,0,Guillermo Franco,Mexico
751,5,0,0,0,0,440.0,6,1.0227272727272727,0.0,0.0,0.0,0,Diego Forlán,Uruguay
752,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Fernando Varela,Spain
753,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Manuel Pablo,Spain
754,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Christian Riganò,Italy
755,1,1,0,1,0,1437.0,16,0.06263048016701461,0.06263048016701461,0.0,0.06263048016701461,0,Joan Verdú,Spain
756,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Bruno Cirillo,Italy
757,0,0,0,1,0,201.0,2,0.0,0.0,0.0,0.44776119402985076,0,Javier Arizmendi,Spain
758,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Piscu,Spain
759,2,0,0,3,0,1032.0,17,0.1744186046511628,0.0,0.0,0.2616279069767442,0,Zé Castro,Portugal
760,1,0,0,0,0,278.0,3,0.32374100719424465,0.0,0.0,0.0,0,José Javier Barkero,Spain
761,0,0,0,1,0,214.0,2,0.0,0.0,0.0,0.4205607476635514,0,Carmelo González,Spain
762,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Apoño,Spain
763,0,0,0,2,0,305.0,4,0.0,0.0,0.0,0.5901639344262295,0,Domingo Cisma,Spain
764,0,0,0,1,0,147.0,2,0.0,0.0,0.0,0.6122448979591837,0,Román Martínez,Argentina
765,1,0,0,1,0,180.0,3,0.5,0.0,0.0,0.5,0,Iván Alonso,Uruguay
766,0,0,0,1,0,151.0,2,0.0,0.0,0.0,0.5960264900662252,0,Rafael Sastre,Spain
767,0,0,0,1,0,283.0,3,0.0,0.0,0.0,0.31802120141342755,0,Salva Ballesta,Spain
768,0,0,0,2,0,541.0,9,0.0,0.0,0.0,0.33271719038817005,0,David Barral,Spain
769,0,0,0,1,0,337.0,4,0.0,0.0,0.0,0.26706231454005935,0,Diego Castro,Spain
770,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Sergio Matabuena,Spain
771,1,0,0,0,0,95.0,1,0.9473684210526315,0.0,0.0,0.0,0,Dorlan Pabón,Colombia
772,0,0,0,1,0,538.0,7,0.0,0.0,0.0,0.16728624535315983,0,Jonathan Rodríguez,Uruguay
773,1,0,0,2,0,451.0,6,0.19955654101995565,0.0,0.0,0.3991130820399113,0,Edgar Méndez,Spain
774,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Fabiano Eler,Brazil
775,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Javier Del Pino,Spain
776,1,0,0,2,0,337.0,4,0.26706231454005935,0.0,0.0,0.5341246290801187,0,Hedwiges Maduro,Netherlands
777,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Renan,Brazil
778,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Asier del Horno,Spain
779,0,0,0,1,0,247.0,2,0.0,0.0,0.0,0.3643724696356275,0,Guido Rodríguez,Argentina
780,0,0,0,1,0,130.0,1,0.0,0.0,0.0,0.6923076923076923,0,David Sánchez,Spain
781,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Luis Rubiales,Spain
782,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Javier Paredes,Spain
783,1,0,0,0,0,159.0,3,0.5660377358490566,0.0,0.0,0.0,0,Corona,Spain
784,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Santiago Acasiete,Peru
785,0,0,0,2,0,354.0,4,0.0,0.0,0.0,0.5084745762711864,0,Fernando Soriano,Spain
786,0,0,0,2,0,398.0,6,0.0,0.0,0.0,0.45226130653266333,0,Mané,Spain
787,0,0,0,2,0,412.0,5,0.0,0.0,0.0,0.4368932038834951,0,Albert Crusat,Spain
788,0,0,0,2,0,511.0,5,0.0,0.0,0.0,0.3522504892367906,0,Juanma Ortiz,Spain
789,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Sergio Ballesteros,Spain
790,0,0,0,1,0,107.0,1,0.0,0.0,0.0,0.8411214953271028,0,Gaizka Garitano,Spain
791,0,1,0,2,0,675.0,14,0.0,0.13333333333333333,0.0,0.26666666666666666,0,Javier Garrido,Spain
792,1,0,0,0,0,45.0,1,2.0,0.0,0.0,0.0,2,Melli,Spain
793,0,1,0,1,0,131.0,1,0.0,0.6870229007633587,0.0,0.6870229007633587,0,Capi,Spain
794,0,0,0,1,0,119.0,1,0.0,0.0,0.0,0.7563025210084033,0,Pablo Couñago,Spain
795,0,0,0,1,0,90.0,2,0.0,0.0,0.0,1.0,0,Juande,Spain
796,0,0,0,1,0,45.0,1,0.0,0.0,0.0,2.0,0,Marko Babić,Croatia
797,0,0,0,1,0,97.0,1,0.0,0.0,0.0,0.9278350515463918,0,Pablo Álvarez,Spain
798,0,0,0,1,0,128.0,1,0.0,0.0,0.0,0.703125,0,Mista,Spain
799,0,1,0,0,0,245.0,4,0.0,0.3673469387755102,0.0,0.0,0,Cata Díaz,Argentina
800,0,0,0,1,0,135.0,3,0.0,0.0,0.0,0.6666666666666667,0,Paulo Assunção,Brazil
801,0,0,0,1,0,1.0,1,0.0,0.0,0.0,90.0,1,Fali Romero,Spain
802,1,0,0,0,0,45.0,1,2.0,0.0,0.0,0.0,2,Juan Ochoa,Spain
803,0,0,0,1,0,98.0,1,0.0,0.0,0.0,0.9183673469387754,0,Alejandro Marañón,Spain
804,1,0,0,1,0,111.0,2,0.8108108108108109,0.0,0.0,0.8108108108108109,0,Wálter Pandiani,Uruguay
